episode,step,action,time_to_collision,completion,collision,collision_type,reward_merged,reward_time_to_collision,reward_completion,loss,done,tick,system_time,game_time
0,0,11,1000,9.911056179480958,False,,0.39134767465574877,0.0,0.7826953493114975,100,False,40,6.178436040878296,2.0000000298023224
0,1,4,4.148412087878002,14.138908966593334,False,,0.5651457721078731,0.44029389093466104,0.6899976532810852,100,False,80,12.64116382598877,4.100000061094761
0,2,14,4.8190229634951045,15.323543945223172,False,,0.5375083382603103,0.41099271217467565,0.6640239643459449,100,False,120,19.872846603393555,6.200000092387199
0,3,24,1000,27.1184201832845,False,,0.20270782858879494,0.0,0.40541565717758987,100,False,160,28.504298210144043,8.25000012293458
0,4,17,1000,27.401565281558163,False,,0.19960378268489298,0.0,0.39920756536978597,100,False,200,34.212323904037476,10.350000154227018
0,5,18,8.008033627129349,6.106505443859874,False,,0.5954126211596635,0.3247132970710156,0.8661119452483114,100,True,209,35.76767921447754,10.900000162422657
1,0,4,1000,9.911056179480958,False,,0.39134767465574877,0.0,0.7826953493114975,100,False,40,6.523354768753052,2.0000000298023224
1,1,24,3.3030134958063275,14.138908966593334,False,,0.5892418785654956,0.4884861038499059,0.6899976532810852,100,False,80,12.865275621414185,4.050000060349703
1,2,15,2.0451726919003663,12.617840679664148,False,,0.6639047541445873,0.6044617047537887,0.7233478035353859,100,False,120,22.295771837234497,6.150000091642141
1,3,5,1000,27.08971058439284,False,,0.2030225644376077,0.0,0.4060451288752154,100,False,160,30.4972722530365,8.25000012293458
1,4,34,1000,27.37285551968271,False,,0.19991852032045454,0.0,0.3998370406409091,100,False,200,35.849085569381714,10.30000015348196
1,5,22,10.751674066185801,8.86962807018601,False,,0.544199141884286,0.28286912467845027,0.8055291590901218,100,True,214,37.8914635181427,11.10000016540289
2,0,2,1000,9.911056179480958,False,,0.39134767465574877,0.0,0.7826953493114975,100,False,40,4.689047574996948,2.0000000298023224
2,1,16,1000,14.138908966593334,False,,0.3449988266405426,0.0,0.6899976532810852,100,False,80,10.007854223251343,4.100000061094761
2,2,10,7.58539037855358,12.617840679664148,False,,0.5281888567148217,0.3330299098942576,0.7233478035353859,100,False,120,15.887425661087036,6.200000092387199
2,3,33,1000,27.08971058439284,False,,0.2030225644376077,0.0,0.4060451288752154,100,False,160,22.41537380218506,8.25000012293458
2,4,12,1000,27.37285551968271,False,,0.19991852032045454,0.0,0.3998370406409091,100,False,200,28.635493993759155,10.350000154227018
2,5,34,1000,8.86962807018601,False,,0.4027645795450609,0.0,0.8055291590901218,100,True,211,30.420323848724365,10.950000163167715
3,0,27,1000,9.911056179480958,False,,0.39134767465574877,0.0,0.7826953493114975,100,False,40,6.726266384124756,2.0000000298023224
3,1,8,0.740455028052164,14.138908966593334,False,,0.7956925073586281,0.9013873614361709,0.6899976532810852,100,False,80,13.236226320266724,4.100000061094761
3,2,34,3.3970037224436083,12.617840679664148,False,,0.6028296834251565,0.4823115633149272,0.7233478035353859,100,False,120,19.014788150787354,6.150000091642141
3,3,12,2.160431029933508,27.08971058439284,False,,0.49812873603839086,0.5902123432015663,0.4060451288752154,100,False,160,27.000691413879395,8.25000012293458
3,4,15,1000,27.37285551968271,False,,0.19991852032045454,0.0,0.3998370406409091,100,False,200,33.642680168151855,10.350000154227018
3,5,16,1000,8.86962807018601,False,,0.4027645795450609,0.0,0.8055291590901218,100,True,212,35.76520133018494,11.050000164657831
