episode,step,action,time_to_collision,completion,collision,collision_type,reward_time_to_collision,reward_completion,reward_total,loss,done,tick,system_time,game_time
0,0,4,1000,0.0,False,,0.0,0,0.0,100,False,40,6.720777273178101,2.0000000298023224
0,1,1,1000,18.000838139268172,False,,0.0,0.6053230076475264,0.3026615038237632,100,False,80,15.10037899017334,4.100000061094761
0,2,12,1000,38.1938134945494,False,,0.0,0.16258235756166173,0.3839526826045941,100,False,120,23.309821605682373,6.200000092387199
0,3,2,911.3643758828223,31.289955003688853,False,,0.002615046953129258,0.3139527595239954,0.5422365858431564,100,False,160,31.246129035949707,8.300000123679638
0,4,28,1000,12.515393362493569,False,,0.0,0.7255940100010314,0.9050335908436721,100,True,177,34.32233810424805,9.200000137090683
1,0,22,1000,0.0,False,,0.0,0,0.0,100,False,40,5.545211315155029,2.0000000298023224
1,1,6,1000,18.000838139268172,False,,0.0,0.6053230076475264,0.3026615038237632,100,False,80,12.03058648109436,4.100000061094761
1,2,27,1000,19.097255067604895,False,,0.0,0.5812835416908669,0.5933032746691966,100,False,120,19.81411123275757,6.150000091642141
1,3,23,1000,44.128697410515436,False,,0.0,0.03245718695614597,0.6095318681472697,100,False,160,28.216217756271362,8.25000012293458
1,4,17,1000,18.773209382611498,False,,0.0,0.5883883984396756,0.9037260673671075,100,True,184,32.601152181625366,9.55000014230609
2,0,19,1000,0.0,False,,0.0,0,0.0,100,False,40,5.429072141647339,2.0000000298023224
2,1,29,1000,18.000838139268172,False,,0.0,0.6053230076475264,0.3026615038237632,100,False,80,12.106400489807129,4.050000060349703
2,2,25,1000,19.097255067604895,False,,0.0,0.5812835416908669,0.5933032746691966,100,False,120,19.583771467208862,6.100000090897083
2,3,0,3.6519398587124425,44.128697410515436,False,,0.46670099352585925,0.03245718695614597,0.8428823649101993,100,False,160,27.294284343719482,8.200000122189522
2,4,28,1000,18.773209382611498,False,,0.0,0.5883883984396756,1.137076564130037,100,True,184,31.205363512039185,9.450000140815973
3,0,16,1000,0.0,False,,0.0,0,0.0,100,False,40,5.314638614654541,2.0000000298023224
3,1,35,1000,18.000838139268172,False,,0.0,0.6053230076475264,0.3026615038237632,100,False,80,12.42236590385437,4.050000060349703
3,2,5,1000,19.097255067604895,False,,0.0,0.5812835416908669,0.5933032746691966,100,False,120,19.51254630088806,6.150000091642141
3,3,19,1000,44.128697410515436,False,,0.0,0.03245718695614597,0.6095318681472697,100,False,160,27.375849723815918,8.25000012293458
3,4,21,1000,18.773209382611498,False,,0.0,0.5883883984396756,0.9037260673671075,100,True,181,31.14975380897522,9.400000140070915
4,0,30,1000,0.0,False,,0.0,0,0.0,100,False,40,4.63117527961731,2.0000000298023224
4,1,16,1000,18.000838139268172,False,,0.0,0.6053230076475264,0.3026615038237632,100,False,80,11.242486000061035,4.100000061094761
4,2,16,1000,19.097255067604895,False,,0.0,0.5812835416908669,0.5933032746691966,100,False,120,18.841120958328247,6.200000092387199
4,3,15,0.8905880099289378,37.87079710731974,False,,0.8446806791725069,0.16966464646432433,1.1004759374876123,100,False,160,26.058984756469727,8.300000123679638
4,4,20,1000,9.386818568938907,False,,0.0,0.7941895098503577,1.4975706924127912,100,False,200,32.84281349182129,10.400000154972076
4,5,23,1000,6.2577753703149455,False,,0.0,0.8627952797050316,1.928968332265307,100,True,240,39.9550564289093,12.500000186264515
5,0,1,1000,0.0,False,,0.0,0,0.0,100,False,40,5.091892719268799,2.0000000298023224
5,1,23,1000,18.000838139268172,False,,0.0,0.6053230076475264,0.3026615038237632,100,False,80,11.018009901046753,4.100000061094761
5,2,4,1000,19.097255067604895,False,,0.0,0.5812835416908669,0.5933032746691966,100,False,120,18.194844484329224,6.200000092387199
5,3,8,1000,47.257615676258645,False,,0.0,-0.036145843685317924,0.5752303528265377,100,False,160,26.046692371368408,8.300000123679638
5,4,2,1000,15.644291116868288,False,,0.0,0.6569914290811395,0.9037260673671075,100,True,179,29.526262283325195,9.350000139325857
6,0,17,1000,0.0,False,,0.0,0,0.0,100,False,40,5.075753211975098,2.0000000298023224
6,1,15,1000,18.000838139268172,False,,0.0,0.6053230076475264,0.3026615038237632,100,False,80,11.125765323638916,4.100000061094761
6,2,21,1000,19.097255067604895,False,,0.0,0.5812835416908669,0.5933032746691966,100,False,120,18.470076084136963,6.200000092387199
6,3,5,1000,0.0,False,,0.0,0,0.5933032746691966,100,False,160,25.473648071289062,8.300000123679638
6,4,3,1000,44.128697410515436,False,,0.0,0.03245718695614597,0.6095318681472697,100,False,200,34.249661922454834,10.400000154972076
