episode,step,action,time_to_collision,completion,collision,collision_type,reward_merged,reward_time_to_collision,reward_completion,loss,done,tick,system_time,game_time
0,0,23,1000,0.0,False,,0.0,0.0,0,100,False,40,6.486681222915649,2.0000000298023224
0,1,32,1000,29.504615508414975,False,,0.17654859125768485,0.0,0.3530971825153697,100,False,80,12.022071123123169,4.050000060349703
0,2,19,1000,16.577409552769293,False,,0.31826618036719523,0.0,0.6365323607343905,100,False,120,19.127562761306763,6.150000091642141
0,3,15,1000,0.0,False,,0.0,0.0,0,100,False,160,26.393707752227783,8.25000012293458
0,4,1,1000,0.0,False,,0.0,0.0,0,100,False,200,34.053866386413574,10.350000154227018
0,5,13,1000,4.144336578814219,False,,0.4545667184058899,0.0,0.9091334368117798,100,True,240,42.68201947212219,12.450000185519457
1,0,26,1000,0.0,False,,0.0,0.0,0,100,False,40,4.8366289138793945,2.0000000298023224
1,1,20,1000,25.36027892960076,False,,0.22198187285179494,0.0,0.4439637457035899,100,False,80,11.804662227630615,4.100000061094761
1,2,32,1000,33.19624461661033,False,,0.13607822365505107,0.0,0.27215644731010213,100,False,120,18.777567148208618,6.100000090897083
1,3,19,2.2604075174546288,29.010435098590044,False,,0.47128661749607287,0.5786409104505978,0.3639323245415479,100,False,160,25.611096143722534,8.200000122189522
1,4,3,1000,0.0,False,,0.0,0.0,0,100,False,200,32.64485573768616,10.30000015348196
1,5,5,1000,12.433041355198867,False,,0.36369980858948747,0.0,0.7273996171789749,100,True,234,38.89429593086243,12.10000018030405
2,0,21,1000,0.0,False,,0.0,0.0,0,100,False,40,5.059142351150513,2.0000000298023224
2,1,25,1000,25.36027892960076,False,,0.22198187285179494,0.0,0.4439637457035899,100,False,80,11.186858415603638,4.050000060349703
2,2,23,2.526189879728925,41.48493358361687,False,,0.320678956826146,0.5509349393468125,0.09042297430547952,100,False,120,18.67155885696411,6.150000091642141
2,3,27,2.102731230326642,33.15478748678237,False,,0.43514146951912397,0.5972175243131024,0.27306541472514556,100,True,151,24.2208034992218,7.750000115483999
3,0,22,1000,0.0,False,,0.0,0.0,0,100,False,40,5.251510143280029,2.0000000298023224
3,1,12,1000,29.504615508414975,False,,0.17654859125768485,0.0,0.3530971825153697,100,False,80,11.594011068344116,4.100000061094761
3,2,6,1000,37.34059700480266,False,,0.09064476874684979,0.0,0.18128953749369958,100,False,120,19.714316368103027,6.200000092387199
3,3,16,1000,33.15478748678237,False,,0.13653270736257278,0.0,0.27306541472514556,100,True,150,25.347962617874146,7.800000116229057
4,0,21,1000,0.0,False,,0.0,0.0,0,100,False,40,5.832797527313232,2.0000000298023224
4,1,24,2.4992142915345297,25.36027892960076,False,,0.49876427057156275,0.5535647954395356,0.4439637457035899,100,False,80,12.261236429214478,4.050000060349703
4,2,33,1.4281303959432585,37.34059700480265,False,,0.442366407304737,0.7034432771157743,0.1812895374936997,100,False,120,20.026665925979614,6.100000090897083
4,3,1,1.9154693764977933,37.29912406559659,False,,0.4020030608523449,0.6218072701677645,0.18219885153692528,100,True,160,25.51881980895996,8.200000122189522
5,0,11,1000,0.0,False,,0.0,0.0,0,100,False,40,7.539388656616211,2.0000000298023224
5,1,26,1000,21.215942350786545,False,,0.267415154445905,0.0,0.53483030889181,100,False,80,14.443556785583496,4.050000060349703
5,2,12,2.1564125488509447,41.484933583616865,False,,0.34055758544384374,0.5906921965822078,0.09042297430547963,100,False,120,21.788126945495605,6.150000091642141
5,3,0,1000,37.29912406559659,False,,0.09109942576846264,0.0,0.18219885153692528,100,True,158,29.407225847244263,8.150000121444464
6,0,23,1000,0.0,False,,0.0,0.0,0,100,False,40,6.026417970657349,2.0000000298023224
6,1,12,1000,25.36027892960076,False,,0.22198187285179494,0.0,0.4439637457035899,100,False,80,12.182068586349487,4.100000061094761
6,2,16,1000,41.48493358361687,False,,0.04521148715273976,0.0,0.09042297430547952,100,False,120,18.57625102996826,6.200000092387199
6,3,4,1000,33.15478748678237,False,,0.13653270736257278,0.0,0.27306541472514556,100,True,150,23.47546362876892,7.800000116229057
7,0,20,1000,0.0,False,,0.0,0.0,0,100,False,40,6.5503246784210205,2.0000000298023224
7,1,15,1000,25.36027892960076,False,,0.22198187285179494,0.0,0.4439637457035899,100,False,80,13.343800783157349,4.100000061094761
7,2,15,1000,37.34059700480265,False,,0.09064476874684985,0.0,0.1812895374936997,100,False,120,22.433480501174927,6.200000092387199
7,3,31,1.5226424082678949,29.01043509859005,False,,0.5245258131682218,0.6851193017948959,0.3639323245415478,100,False,160,30.37744140625,8.200000122189522
7,4,11,2.7213838649372315,8.288688967006536,False,,0.6756208644461897,0.532975201897002,0.8182665269953775,100,True,167,31.845102310180664,8.650000128895044
8,0,25,1000,0.0,False,,0.0,0.0,0,100,False,40,5.392822265625,2.0000000298023224
8,1,0,1000,25.36027892960076,False,,0.22198187285179494,0.0,0.4439637457035899,100,False,80,12.329134702682495,4.100000061094761
8,2,6,1.9666764249008932,41.48493358361687,False,,0.35260245979217475,0.61478194527887,0.09042297430547952,100,False,120,18.737650632858276,6.200000092387199
8,3,21,1000,33.15478748678237,False,,0.13653270736257278,0.0,0.27306541472514556,100,True,154,28.266461610794067,8.00000011920929
9,0,16,1000,0.0,False,,0.0,0.0,0,100,False,40,5.436448812484741,2.0000000298023224
9,1,4,1000,29.504615508414975,False,,0.17654859125768485,0.0,0.3530971825153697,100,False,80,10.921836376190186,4.100000061094761
9,2,30,1.0895294470440742,37.34059700480266,False,,0.4823082606582932,0.7833269838228868,0.18128953749369958,100,False,120,18.66794729232788,6.150000091642141
