episode,step,action,time_to_collision,completion,collision,collision_type,reward_time_to_collision,reward_completion,reward_total,loss,done,tick,system_time,game_time
0,0,14,1000,0.0,False,,0.0,0,0.0,100,False,40,8.364169597625732,2.0000000298023224
0,1,3,2.0547708080522282,29.51333233491527,False,,0.6032352854401695,0.35290606192201857,0.478070673681094,100,False,80,15.854214191436768,4.100000061094761
0,2,15,2.2208943010963713,20.731375939156507,True,vehicle,1.0,0.5454546594057994,1.2507980033839936,100,True,120,22.425713539123535,6.200000092387199
1,0,24,1000,0.0,False,,0.0,0,0.0,100,False,40,6.5435850620269775,2.0000000298023224
1,1,32,14.892924025058713,25.367047212166007,False,,0.24252210040504749,0.44381534786869037,0.34316872413686894,100,False,80,12.757970571517944,4.050000060349703
1,2,10,6.156998044352965,8.292554181576449,False,,0.3669634769678233,0.818181780315837,0.9357413527786991,100,False,120,19.258872032165527,6.150000091642141
1,3,6,3.045129608316665,8.292554181576449,False,,0.5067607911770161,0.818181780315837,1.5982126385251256,100,False,160,26.202481269836426,8.25000012293458
1,4,21,1000,8.292552698752871,False,,0.0,0.8181818128274536,2.0073035449388525,100,False,200,33.14933896064758,10.350000154227018
1,5,31,1000,0.0,False,,0.0,0,2.0073035449388525,100,True,240,40.08957386016846,12.400000184774399
2,0,2,1000,0.0,False,,0.0,0,0.0,100,False,40,6.064872741699219,2.0000000298023224
2,1,23,1000,29.51333233491527,False,,0.0,0.35290606192201857,0.17645303096100928,100,False,80,12.008172035217285,4.100000061094761
2,2,25,2.285499178907754,41.462753361136585,False,,0.5758429566298405,0.09090928629998218,0.5098291524259206,100,False,120,19.38087248802185,6.150000091642141
2,3,3,3.583696959755305,12.438805940795248,False,,0.47072677297002413,0.7272732258805401,1.1088291518512028,100,False,160,26.8182852268219,8.25000012293458
2,4,4,2.8203989439442414,4.146285122749262,False,,0.5245215952889813,0.9090907140533282,1.8256353065223576,100,False,200,33.72235655784607,10.350000154227018
2,5,21,3.066806439960517,12.438823240403636,False,,0.5051433224165752,0.7272728465783458,2.441843391019818,100,True,235,40.0527617931366,12.200000181794167
3,0,8,1000,0.0,False,,0.0,0,0.0,100,False,40,5.927354335784912,2.0000000298023224
3,1,34,1000,25.367047212166007,False,,0.0,0.44381534786869037,0.22190767393434518,100,False,80,11.711069345474243,4.050000060349703
3,2,9,2.2469943684971656,4.146285122749262,False,,0.5801535908971563,0.9090907140533282,0.9665298264095875,100,False,120,18.362501621246338,6.150000091642141
3,3,2,1000,0.0,False,,0.0,0,0.9665298264095875,100,False,160,25.519798278808594,8.25000012293458
3,4,6,1000,0.0,False,,0.0,0,0.9665298264095875,100,False,200,32.9278039932251,10.350000154227018
3,5,3,837.386405424518,0.0,False,,0.0050547681657008275,0,0.9690572104924379,100,True,240,40.29193878173828,12.450000185519457
4,0,13,1000,0.0,False,,0.0,0,0.0,100,False,40,7.3848161697387695,2.0000000298023224
4,1,4,2.8639782310842867,29.51333233491527,False,,0.5209285247187465,0.35290606192201857,0.43691729332038254,100,False,80,14.415626764297485,4.100000061094761
4,2,24,2.3589208929195897,33.17019917956014,False,,0.5678854174332172,0.2727275059841451,0.8572237550290637,100,False,120,21.426069498062134,6.150000091642141
4,3,21,4.111810707559384,37.31646848552459,False,,0.44208530077125785,0.1818185668280512,1.1691756888287181,100,True,160,29.49950933456421,8.25000012293458
5,0,26,1000,0.0,False,,0.0,0,0.0,100,False,40,7.707159757614136,2.0000000298023224
5,1,20,2.7270861623992895,29.51333233491527,False,,0.5324770224603973,0.35290606192201857,0.44269154219120793,100,False,80,14.553030252456665,4.100000061094761
5,2,30,2.2929487059266855,20.731375939156507,False,,0.5750201231743244,0.5454546594057994,1.0029289334812699,100,False,120,21.65806245803833,6.150000091642141
5,3,13,3.704363662407192,12.438823240403636,False,,0.46367944629031693,0.7272728465783458,1.5984050799156013,100,False,160,30.39774441719055,8.25000012293458
5,4,16,1.6495856276276075,8.292554181576442,False,,0.6626009807028919,0.8181817803158371,2.338796460424966,100,False,200,38.09560990333557,10.350000154227018
5,5,26,1000,4.1462678231408745,False,,0.0,0.9090910933555226,2.7933420071027273,100,True,240,45.031777143478394,12.400000184774399
6,0,12,1000,0.0,False,,0.0,0,0.0,100,False,40,7.715422630310059,2.0000000298023224
6,1,19,2.8543138568217077,29.51333233491527,False,,0.5217188491596795,0.35290606192201857,0.437312455540849,100,False,80,15.070596694946289,4.100000061094761
6,2,33,2.3494370407036183,29.02391405681088,False,,0.5688945687096105,0.3636367919308169,0.9035781358610627,100,False,120,23.147934913635254,6.150000091642141
6,3,8,1000,4.146285122749262,False,,0.0,0.9090907140533282,1.3581234928877268,100,False,160,31.031643390655518,8.25000012293458
6,4,32,1000,16.585091063544503,True,vehicle,1.0,0.6363639399338685,2.176305462854661,100,True,200,39.08378887176514,10.30000015348196
7,0,1,1000,0.0,False,,0.0,0,0.0,100,False,40,6.14226508140564,2.0000000298023224
7,1,32,6.528355547717502,29.51333233491527,False,,0.35711975328140166,0.35290606192201857,0.3550129076017101,100,False,80,11.710915327072144,4.050000060349703
7,2,33,1000,4.146269058827187,False,,0.0,0.9090910662625088,0.8095584407329646,100,False,120,19.27750277519226,6.100000090897083
7,3,5,1.3812436302011046,16.58510688032932,False,,0.7130890978509581,0.6363635931432907,1.484284786230089,100,False,160,26.15113615989685,8.200000122189522
7,4,8,5.089965553779369,0.0,False,,0.4007537530575048,0,1.6846616627588413,100,False,200,33.66611337661743,10.30000015348196
7,5,34,92.57962048881537,0.0,False,,0.0943269380656191,0,1.7318251317916509,100,True,240,41.014278411865234,12.35000018402934
8,0,20,1000,0.0,False,,0.0,0,0.0,100,False,40,6.367635726928711,2.0000000298023224
8,1,3,3.561129400577344,29.51333233491527,False,,0.47208180322779625,0.35290606192201857,0.4124939325749074,100,False,80,13.113324403762817,4.100000061094761
8,2,8,2.001984696050021,37.31646823838732,False,,0.6100746239795876,0.181818572246654,0.8084405306880282,100,False,120,21.043781995773315,6.200000092387199
8,3,0,236.68097636081438,24.877661309043035,False,,0.04898399161623289,0.4545453680405248,1.060205210516407,100,False,160,29.123995304107666,8.300000123679638
8,4,10,1000,8.292538117654374,False,,0.0,0.8181821325250175,1.4692962767789157,100,True,164,30.052007913589478,8.600000128149986
9,0,21,1000,0.0,False,,0.0,0,0.0,100,False,40,6.4817047119140625,2.0000000298023224
9,1,12,1000,29.51333233491527,False,,0.0,0.35290606192201857,0.17645303096100928,100,False,80,12.196677207946777,4.100000061094761
9,2,2,71.12492620243984,41.462753361136585,False,,0.10985675619055234,0.09090928629998218,0.27683605220627655,100,False,120,20.48769998550415,6.200000092387199
9,3,3,2.1922616393300616,29.023914303948146,False,,0.5864525708641232,0.3636367865122141,0.7518807308944452,100,True,146,24.689488410949707,7.600000113248825
10,0,25,1000,0.0,False,,0.0,0,0.0,100,False,40,6.324116945266724,2.0000000298023224
10,1,2,1000,29.51333233491527,False,,0.0,0.35290606192201857,0.17645303096100928,100,False,80,11.114844560623169,4.100000061094761
10,2,18,2.0337011760013435,41.462753361136585,False,,0.6059374079161317,0.09090928629998218,0.5248763780690662,100,False,120,18.21681571006775,6.200000092387199
10,3,33,2.5955096758196583,12.438805940795248,False,,0.5443475275362953,0.7272732258805401,1.160686754777484,100,False,160,24.81933832168579,8.25000012293458
10,4,22,1.91105946425078,16.585108363152898,False,,0.6224236337555383,0.636363560631674,1.7900803519710902,100,True,179,28.33230972290039,9.300000138580799
11,0,30,1000,0.0,False,,0.0,0,0.0,100,False,40,6.0062031745910645,2.0000000298023224
11,1,35,3.4894744160308395,21.22077815333882,False,,0.47646516869360395,0.5347242816061817,0.5055947251498928,100,False,80,11.991041421890259,4.050000060349703
11,2,25,1000,0.0,False,,0.0,0,0.5055947251498928,100,False,120,18.483062744140625,6.100000090897083
11,3,33,1000,0.0,False,,0.0,0,0.5055947251498928,100,False,160,24.739377737045288,8.150000121444464
11,4,13,1000,0.0,False,,0.0,0,0.5055947251498928,100,False,200,31.2391996383667,10.250000152736902
11,5,29,1000,0.0,False,,0.0,0,0.5055947251498928,100,True,240,37.974530935287476,12.250000182539225
12,0,9,1000,0.0,False,,0.0,0,0.0,100,False,40,5.650503396987915,2.0000000298023224
12,1,8,1000,29.51333233491527,False,,0.0,0.35290606192201857,0.17645303096100928,100,False,80,10.397770881652832,4.100000061094761
12,2,34,1000,37.31646823838732,False,,0.0,0.181818572246654,0.2673623170843363,100,False,120,17.392791509628296,6.150000091642141
12,3,11,1000,33.17019942669741,False,,0.0,0.2727275005655423,0.4037260673671074,100,True,160,22.873663902282715,8.25000012293458
13,0,23,1000,0.0,False,,0.0,0,0.0,100,False,40,5.832846403121948,2.0000000298023224
13,1,28,1000,29.51333233491527,False,,0.0,0.35290606192201857,0.17645303096100928,100,False,80,13.151418685913086,4.050000060349703
13,2,1,38.87041208470914,41.462753361136585,False,,0.1516431407134667,0.09090928629998218,0.29772924446773374,100,False,120,20.40260148048401,6.150000091642141
13,3,19,4.7386605049168455,29.023914303948146,False,,0.41418910834539313,0.3636367865122141,0.6866421918965373,100,True,146,25.50316309928894,7.550000112503767
14,0,28,1000,0.0,False,,0.0,0,0.0,100,False,40,6.311648607254028,2.0000000298023224
14,1,31,1000,25.367047212166007,False,,0.0,0.44381534786869037,0.22190767393434518,100,False,80,12.313023328781128,4.050000060349703
14,2,27,1000,8.292554181576449,False,,0.0,0.818181780315837,0.6309985640922637,100,False,120,19.094449520111084,6.100000090897083
14,3,21,1000,0.0,False,,0.0,0,0.6309985640922637,100,False,160,25.878495931625366,8.200000122189522
14,4,1,1000,0.0,False,,0.0,0,0.6309985640922637,100,False,200,32.98176860809326,10.30000015348196
14,5,11,1000,0.0,False,,0.0,0,0.6309985640922637,100,True,240,40.757068395614624,12.400000184774399
15,0,35,1000,0.0,False,,0.0,0,0.0,100,False,40,7.498178482055664,2.0000000298023224
15,1,23,1.8781368006604051,29.51333233491527,False,,0.6270838977453354,0.35290606192201857,0.48999497983367696,100,False,80,15.060842514038086,4.100000061094761
15,2,0,1.6673429213841322,12.438823240403636,False,,0.6596236172659953,0.7272728465783458,1.1834432117558475,100,False,120,22.374166011810303,6.200000092387199
15,3,27,1.919590585904332,12.438821757580058,False,,0.6212329126376006,0.7272728790899624,1.857696107619629,100,False,160,29.925109148025513,8.200000122189522
15,4,8,42.42824659176493,41.46275360827385,False,,0.14497696181110128,0.0909092808813794,1.9756392289658693,100,False,200,38.10554218292236,10.30000015348196
15,5,0,1000,4.146269058827187,False,,0.0,0.9090910662625088,2.4301847620971238,100,True,204,39.01384258270264,10.600000157952309
16,0,5,1000,0.0,False,,0.0,0,0.0,100,False,40,7.729323148727417,2.0000000298023224
16,1,27,5.239258114479929,21.22077815333882,False,,0.39543915089078613,0.5347242816061817,0.46508171624848393,100,False,80,14.781373262405396,4.050000060349703
16,2,13,23.04198895276366,37.31646823838733,False,,0.1966735130216529,0.18181857224665388,0.6543277588826373,100,False,120,22.838022708892822,6.150000091642141
16,3,22,29.828916121606024,41.46275360827385,False,,0.17325250030258202,0.0909092808813794,0.786408649474618,100,True,158,30.48037886619568,8.150000121444464
17,0,11,1000,0.0,False,,0.0,0,0.0,100,False,40,5.913840293884277,2.0000000298023224
17,1,31,6.458477681048132,25.367047212166007,False,,0.3589095190461053,0.44381534786869037,0.40136243345739786,100,False,80,11.941857099533081,4.050000060349703
17,2,26,1000,0.0,False,,0.0,0,0.40136243345739786,100,False,120,18.834147691726685,6.100000090897083
17,3,5,385.09671900949445,0.0,False,,0.030191915583742505,0,0.4164583912492691,100,False,160,26.05784845352173,8.200000122189522
17,4,31,4.76634273587917,0.0,False,,0.41307937366116954,0,0.6229980780798539,100,False,200,33.222246170043945,10.250000152736902
17,5,24,5.608118338754586,0.0,False,,0.38319133097537433,0,0.814593743567541,100,True,240,40.02653241157532,12.300000183284283
18,0,14,1000,0.0,False,,0.0,0,0.0,100,False,40,7.702775478363037,2.0000000298023224
18,1,24,1000,29.51333233491527,False,,0.0,0.35290606192201857,0.17645303096100928,100,False,80,15.220866918563843,4.050000060349703
18,2,22,73.98104149031842,33.17019917956014,False,,0.10744427108873664,0.2727275059841451,0.36653891949745016,100,False,120,21.99337077140808,6.150000091642141
18,3,13,24.772622886444662,37.31646848552459,False,,0.18985010000107116,0.1818185668280512,0.5523732529120113,100,False,160,30.061311960220337,8.25000012293458
18,4,22,1000,0.0,False,,0.0,0,0.5523732529120113,100,True,161,30.46441888809204,8.400000125169754
19,0,13,1000,0.0,False,,0.0,0,0.0,100,False,40,7.372310400009155,2.0000000298023224
19,1,10,1000,29.51333233491527,False,,0.0,0.35290606192201857,0.17645303096100928,100,False,80,12.830750942230225,4.100000061094761
19,2,2,70.52656436778027,41.462753361136585,False,,0.11037890039757597,0.09090928629998218,0.2770971243097884,100,False,120,18.73856282234192,6.200000092387199
19,3,12,1000,29.023914303948146,False,,0.0,0.3636367865122141,0.45891551756589544,100,True,146,23.674708604812622,7.600000113248825
20,0,5,1000,0.0,False,,0.0,0,0.0,100,False,40,8.45563530921936,2.0000000298023224
20,1,16,4.403811083748971,25.367047212166007,False,,0.42838859576668037,0.44381534786869037,0.4361019718176854,100,False,80,15.649760961532593,4.100000061094761
20,2,11,21.460024398784316,37.316484302309405,False,,0.20357852379673935,0.18181822003747328,0.6288003437347918,100,False,120,23.397905349731445,6.200000092387199
20,3,30,28.254110423357385,37.31646848552459,False,,0.17796982830322222,0.1818185668280512,0.8086945413004285,100,True,156,30.775736570358276,8.050000119954348
21,0,34,1000,0.0,False,,0.0,0,0.0,100,False,40,7.593339681625366,2.0000000298023224
21,1,26,1.6560857794012773,21.22077815333882,False,,0.661506455453045,0.5347242816061817,0.5981153685296133,100,False,80,14.727203607559204,4.050000060349703
21,2,30,1000,4.146269058827187,False,,0.0,0.9090910662625088,1.0526609016608677,100,False,120,21.98030424118042,6.100000090897083
21,3,15,1000,0.0,False,,0.0,0,1.0526609016608677,100,False,160,30.053841829299927,8.200000122189522
21,4,26,1000,0.0,False,,0.0,0,1.0526609016608677,100,False,200,37.09523010253906,10.200000151991844
