episode,step,action,time_to_collision,completion,collision,collision_type,reward_merged,reward_time_to_collision,reward_completion,loss,done,tick,system_time,game_time
0,0,13,1000,0.0,False,,0.0,0.0,0,100,False,40,8.392551183700562,2.0000000298023224
0,1,12,1000,29.51333233491527,False,,0.17645303096100928,0.0,0.35290606192201857,100,False,80,16.45193123817444,4.100000061094761
0,2,25,71.53480604742336,41.462753361136585,False,,0.10020590341075997,0.10950252052153775,0.09090928629998218,100,False,120,24.771150827407837,6.150000091642141
0,3,20,2.8872723394977653,29.023914303948146,False,,0.4413376660399501,0.5190385455676861,0.3636367865122141,100,True,147,29.715184211730957,7.600000113248825
1,0,16,1000,0.0,False,,0.0,0.0,0,100,False,40,7.7676568031311035,2.0000000298023224
1,1,0,1.3316678353174514,29.51333233491527,False,,0.5383157348409103,0.7237254077598021,0.35290606192201857,100,False,80,15.96860957145691,4.100000061094761
1,2,10,0.8836922848844586,41.462753361136585,False,,0.468986503844961,0.8470637213899398,0.09090928629998218,100,False,120,22.87982702255249,6.200000092387199
1,3,1,6.943420904709944,29.023914303948146,False,,0.35533378455978437,0.3470307826073547,0.3636367865122141,100,True,146,26.381091356277466,7.600000113248825
2,0,10,1000,0.0,False,,0.0,0.0,0,100,False,40,5.123536109924316,2.0000000298023224
2,1,12,1000,29.51333233491527,False,,0.17645303096100928,0.0,0.35290606192201857,100,False,80,10.983994245529175,4.100000061094761
2,2,21,1.408142729469839,41.462753361136585,True,vehicle,0.5454546431499911,1.0,0.09090928629998218,100,True,120,19.20124578475952,6.200000092387199
3,0,18,1000,0.0,False,,0.0,0.0,0,100,False,40,5.3667333126068115,2.0000000298023224
3,1,1,7.736604607449492,29.51333233491527,False,,0.34144256437291876,0.3299790668238189,0.35290606192201857,100,False,80,11.952184200286865,4.100000061094761
3,2,9,6.982698022841167,41.462753361136585,False,,0.21851523811592458,0.34612118993186697,0.09090928629998218,100,False,120,18.925392389297485,6.200000092387199
3,3,29,7.629204387468446,29.023914303948146,False,,0.3478868697794658,0.3321369530467175,0.3636367865122141,100,True,147,23.676727056503296,7.600000113248825
4,0,2,1000,0.0,False,,0.0,0.0,0,100,False,40,5.2922043800354,2.0000000298023224
4,1,0,1000,29.51333233491527,False,,0.17645303096100928,0.0,0.35290606192201857,100,False,80,10.401204109191895,4.100000061094761
4,2,18,1.841386810755963,41.462753361136585,False,,0.3616604963673752,0.6324117064347682,0.09090928629998218,100,False,120,17.85959792137146,6.200000092387199
4,3,13,1.6609362635864553,16.58509106354451,False,,0.6485285766011097,0.6606932132683512,0.6363639399338683,100,False,160,25.035640001296997,8.300000123679638
4,4,13,9.530842425191446,12.438823240403636,False,,0.5133004034682987,0.2993279603582517,0.7272728465783458,100,True,175,27.992658615112305,9.150000136345625
5,0,20,1000,0.0,False,,0.0,0.0,0,100,False,40,5.404866695404053,2.0000000298023224
5,1,7,7.736606630543607,29.51333233491527,False,,0.3414425442529674,0.3299790265839162,0.35290606192201857,100,False,80,12.032490491867065,4.100000061094761
5,2,32,6.3344211872148595,33.17019917956014,False,,0.317442118815685,0.36215673164722495,0.2727275059841451,100,False,120,19.32632565498352,6.150000091642141
5,3,30,4.796350453923944,4.14626905882718,False,,0.6604889121070149,0.4118867579515209,0.9090910662625089,100,False,160,26.27271008491516,8.200000122189522
5,4,13,2.944722248093762,8.292552945890137,False,,0.6663236640065103,0.5144655206041698,0.8181818074088508,100,False,200,33.46346187591553,10.30000015348196
