episode,step,action,time_to_collision,completion,collision,collision_type,reward_time_to_collision,reward_completion,reward_total,loss,done,tick,system_time,game_time
0,0,30,1000,9.911056179480958,False,,0.0,0.7826953493114975,0.39134767465574877,100,False,40,9.580468893051147,2.0000000298023224
0,1,34,1000,14.138908966593334,False,,0.0,0.6899976532810852,0.7363465012962913,100,False,80,17.11200451850891,4.000000059604645
0,2,25,1000,12.617840679664148,False,,0.0,0.7233478035353859,1.0980204030639842,100,False,120,23.821019172668457,6.050000090152025
0,3,22,1000,27.08971058439284,False,,0.0,0.4060451288752154,1.301042967501592,100,False,160,30.630253314971924,8.150000121444464
0,4,33,1000,27.37285551968271,False,,0.0,0.3998370406409091,1.5009614878220465,100,False,200,36.62660098075867,10.200000151991844
0,5,16,1000,8.86962807018601,False,,0.0,0.8055291590901218,1.9037260673671075,100,True,214,39.28705072402954,11.000000163912773
1,0,21,1000,9.911056179480958,False,,0.0,0.7826953493114975,0.39134767465574877,100,False,40,6.171451091766357,2.0000000298023224
1,1,14,4.298528130166911,14.138908966593334,False,,0.43317455174719494,0.6899976532810852,0.9529337771698889,100,False,80,11.380093812942505,4.100000061094761
1,2,0,5.005935467904244,12.617840679664148,False,,0.40384431513194763,0.7233478035353859,1.5165298365035556,100,False,120,16.921786308288574,6.200000092387199
1,3,1,1000,29.824123448843523,False,,0.0,0.3460918179881489,1.68957574549763,100,False,160,23.041776657104492,8.300000123679638
1,4,28,1000,24.638442655232026,False,,0.0,0.45979035152797554,1.9194709212616177,100,False,200,29.12590742111206,10.350000154227018
1,5,4,1000,8.86962807018601,False,,0.0,0.8055291590901218,2.3222355008066784,100,True,210,30.65433692932129,10.950000163167715
2,0,1,1000,9.911056179480958,False,,0.0,0.7826953493114975,0.39134767465574877,100,False,40,5.080605745315552,2.0000000298023224
2,1,13,1000,14.138908966593334,False,,0.0,0.6899976532810852,0.7363465012962913,100,False,80,9.998345851898193,4.100000061094761
2,2,2,7.424699502651259,12.617840679664148,False,,0.3363697437319729,0.7233478035353859,1.2662052749299706,100,False,120,16.201664209365845,6.200000092387199
2,3,12,1000,29.824123448843523,False,,0.0,0.3460918179881489,1.439251183924045,100,False,160,23.737708806991577,8.300000123679638
2,4,20,1000,27.401565281558163,False,,0.0,0.39920756536978597,1.638854966608938,100,False,200,31.16951870918274,10.400000154972076
2,5,10,1000,6.106505443859874,False,,0.0,0.8661119452483114,2.071910939233094,100,True,209,32.94777178764343,10.950000163167715
3,0,32,1000,9.911056179480958,False,,0.0,0.7826953493114975,0.39134767465574877,100,False,40,6.842596530914307,2.0000000298023224
